ref_id,doi,authors,citation_reference,year
Li1986,10.1016/0168-583X(86)90070-4,H.H.Lin;L.W.Li;E.Norbeck,"H.H.Lin,L.W.Li and E.Norbeck Nucl.Instrum.Methods Phys.Res. B17,91",1986
Li2014a,10.1103/physreve.89.022703,Silvina Limandri;Pablo de Vera;Raul C. Fadanelli;Luiz C. C. M. Nagamine;Alexandre Mello;Rafael Garcia-Molina;Moni Behar;Isabel Abril,"S.Limandri,P.deVera,R.C.Fadanelli,L.C.C.M.Nagamine,A.Mello,R.Garcia-Molina,M.Behar,I.Abril Phys. Rev. E 89, 022703",2014
Li2014b,10.1140/epjd/e2014-40782-6,Silvina P. Limandri;Raul C. Fadanelli;Moni Behar;Luiz C. C. M. Nagamine;José M. Fernández-Varea;Isabel Abril;Rafael Garcia-Molina;C. C. Montanari;Julio C. Aguiar;Darío Mitnik;Jorge E. Miraglia;Néstor R. Arista,"S.P.Limandri,R.C.Fadanelli,M.Behar,L.C.C.M.Nagamine,J.M.Fernandez-Varea,I.Abril, R.Garcia-Molina,C.C.Montanari,J.C.Aguiar,D.Mitnik,J.E.Miraglia,N.R.Arista Eur. Phys. J. D 68, 194",2014
Lig2000,10.1016/s0168-583x(99)00972-6,R Liguori Neto;N Added;F.A.S Coutinho,"R.Liguri Neto,N.Added,F.A.S.Coutinho Nucl. Instrum. Methods B161-163,159 (and pers. comm. from Dr. Neto, 15 Jul 05)",2000
Lin2007,10.1016/j.nimb.2007.06.029,R. Linares;J.A. Freire;R.V. Ribas;N.H. Medina;J.R.B. Oliveira;E.W. Cybulska;W.A. Seale;N. Added;M.A.G. Silveira;K.T. Wiedemann,"R.Linares,J.A.Freire,R.V.Ribas,N.H.Medina,J.R.B.Oliveira, E.W.Cybulska,W.A.Seale,N.Added,M.A.G.Silveira,K.T.Wiedemann Nucl. Instrum. Methods B 263, 345 (2007)",2007
Lin2009,10.1063/1.3157803,R. Linares;J. A. Freire;R. V. Ribas;N. H. Medina;J. R. B. Oliveira;W. A. Seale;E. W. Cybulska;K. T. Wiedemann;P. R. Allegro;D. L. Toufen;Valdir Guimaraes;José R. B. Oliveira;Kita C. D. Macario;Frederico A. Genezini,"R.Linares,J.A.Freire,R.V.Ribas,N.H.Medina,J.R.B.Oliveira, W.A.Seale,E.W.Cybulska,K.T.Wiedemann,P.R.Allegro,D.L.Toufen AIP Conf. Proceedings 1139, 162 (2009)",2009
Lin2017,10.1016/j.nimb.2017.09.030,R. Linares;R.V. Ribas;J.R.B. Oliveira;N.H. Medina;H.C. Santos;C.C. Seabra;L. Sigaud;E.W. Cybulska;W.A. Seale;P.R.P. Allegro;D.L. Touffen;M.A.G. Silveira,"R.Linares, R.V.Ribas, J.R.B. Oliveira, N.H. Medina, H.C. Santos, C.C. Seabra, L. Sigaud, E.W. Cybulska, W.A. Seale, P.R.P. Allegro, D.L. Touffen, M.A.G. Guazzelli Nucl. Instrum. Methods B 413, 1-5 (2017)",2017
Liu1996,10.1016/0168-583x(95)01122-6,Jiarui Liu;Zongshuang Zheng;Wei-Kan Chu,"Jiarui Liu,Zongshuang Zheng,Wei-Kan Chu Nucl.Instrum.Methods Phys.Res. B118,24",1996
LiX2001a,10.1016/s0375-9601(01)00029-9,Xiangdong Liu;Yueyuan Xia;Pijun Liu;Mingwen Zhao;Ruijing Wang;Yuchen Ma;Lei Wang,"Xiangdong Liu,Pijun Liu,Yueyuan Xia,Ruijing Wang, Yuchen Ma,Mingwen Zhao,Jianhua Zhang Nucl.Instrum.Methods Phys.Res. B174, 1",2001
LiX2001b,10.1016/s0375-9601(01)00029-9,Xiangdong Liu;Yueyuan Xia;Pijun Liu;Mingwen Zhao;Ruijing Wang;Yuchen Ma;Lei Wang,"Xiangdong Liu,Yueyuan Xia,Pijun Liu,Mingwen Zhao, Ruijing Wang,Yuchen Ma,Lei Wang Phys. Lett. A280, 58",2001
LiX2002a,10.1016/s0168-583x(01)01155-7,Xiangdong Liu;Pijun Liu;Feng Chen;Mingwen Zhao;Yuchen Ma;Minju Ying;Jianhua Zhang;Qingming Lu;Chunsheng Wang,"Xiangdong Liu,Pijun Liu,Feng Chen,Mingwen Zhao,Yuchen Ma, Minju Ying,Jianhua Zhang,Qingming Lu,Chunsheng Wang Nucl.Instrum.Methods Phys.Res. B187, 431",2002
LiX2002b,10.1016/s0168-583x(02)01381-2,Xiangdong Liu;Yueyuan Xia;Feng Li;Minju Ying;Mingwen Zhao;Boda Huang;Changchun Li;Yinghong Liu,"Xiangdong Liu,Yueyuan Xia,Feng Li,Minju Ying,Mingwen Zhao, Boda Huang,Changchun Li,Yinghong Liu Nucl.Instrum.Methods Phys.Res. B197, 17",2002
LiX2004a,10.1016/j.apsusc.2003.12.034,Xiangdong Liu;Yueyuan Xia;Feng Li;Zhenyu Tan;Mingwen Zhao;Xiangang Xu;Boda Huang,"Xiangdong Liu,Yueyuan Xia,Feng Li,Zhenyu Tan,Mingwen Zhao, Xiangang Xu,Boda Huang Appl. Surface Sci. 228,77",2004
LiX2004b,10.1016/j.mseb.2003.09.002,Xiangdong Liu;Yueyuan Xia;Qingming Lu;Feng Li;Boda Huang,"Xiangdong Liu,Yueyuan Xia,Qingming Lu,Feng Li,Boda Huang Mater. Science and Eng. B106, 105",2004
LiX2004c,10.1016/j.nimb.2004.03.002,Xiangdong Liu;Yueyuan Xia;Qingming Lu;Feng Li;Boda Huang,"Xiangdong Liu,Yueyuan Xia,Feng Li,Qingming Lu,Boda Huang Nucl.Instrum.Methods B222, 311",2004
Ln1959,10.1103/physrev.113.1199,Donald C. Lorents;E. J. Zimmerman,"D.C.Lorents and E.J.Zimmerman Phys.Rev. 113,1199 (1959).",1959
Lns2014,10.1016/j.nimb.2014.02.045,M.K. Linnarsson;S. Khartsev;D. Primetzhofer;G. Possnert;A. Hallén,"M.K. Linnarsson, S. Khartsev, D. Primetzhofer, G. Possnert, A. Hallén, Nucl. Instrum. Methods B 332, 130 (2014).",2014
Lo1983,10.1016/0167-5087(83)90363-0,J. Lombaard;J. Conradie;E. Friedland,"J.Lombaard,J.Conradie and E.Friedland,  Nucl.Instrum.Methods Phys.Res. 216,293 (1983).",1983
Loh2020,10.1103/physreva.102.062803,S. Lohmann;R. Holeňák;D. Primetzhofer,"S.Lohmann, R. Holenak, D.Primetzhofer Phys. Rev. A 102,062803 (2020).",2020
LP1974,10.1103/physreva.10.2131,A. S. Lodhi;D. Powers,"A.S.Lodhi and D.Powers Phys. Rev. A 10, 2131 (1974).",1974
Lr1978,10.1016/0029-554x(78)90853-4,Allen Lurio;J.F. Ziegler;J.J. Cuomo,"A.Lurio,J.F.Ziegler and J.J.Cuomo Nucl.Instrum.Methods Phys.Res. 149,155",1978
Lt2004,10.1103/physreva.69.062903,G. H. Lantschner;J. C. Eckardt;A. F. Lifschitz;N. R. Arista;L. L. Araujo;P. F. Duarte;J. H. R. dos Santos;M. Behar;J. F. Dias;P. L. Grande;C. C. Montanari;J. E. Miraglia,"G.H.Lantschner,J.C.Eckardt,A.F.Lifschitz,N.R.Arista, L.L.Araujo,P.F.Duarte,J.H.dosSantos,M.Behar, J.F.Dias,P.L. Grande,C. C. Montanari,J.E.Miraglia Phys. Rev. A69, 62903",2004
Lu1976,10.1007/978-1-4615-8876-4_8,M. Luomajärvi;A. Fontell;M. Bister,"M.Luomajärvi,A.Fontell and M.Bister Ion Beam Surface Layer Analysis,Plenum New York,p.75",1976
Lu1979,,M.Luomajärvi,"M.Luomajärvi, Radiat.Eff. 40,173 (1979)",1979
LuX1989,10.1016/0168-583x(89)90680-0,Xiting Lu;Zonghuang Xia;Dingyu Shen;Lian Mao;Xuemei Wang,"Xiting Lu,Zonghuang Xia,Dingyu Shen,Lian Mao,Xuemei Wang Nucl.Instrum.Methods Phys.Res. B36,350",1989
LuX1991,10.1016/0168-583x(91)95602-a,Xiting Lu;Zonghuang Xia;Kungang Zhou;Changwen Jin;Xihong Yang;Hongtao Liu;Dongxing Jiang;Yanlin Ye,"Xiting Lu,Zonghuang Xia,Kungang Zhou,Changwen Jin, Xihong Yang,Hongtao Liu,Dongxing Jiang and Yanlin Ye Nucl.Instrum.Methods Phys.Res. B58,280",1991
LuX2000,10.1016/s0168-583x(99)01002-2,Lu Xiting;Xia Zonghuang;Zheng Tao;Shen Yixiong,"Xiting Lu,Zonghuang Xia,Tao Zheng,Yixiong Shen Nucl.Instrum.Methods Phys.Res. B168,287 (2000)",2000
LuX2004,10.1016/s0169-4332(03)00936-x,Xiting Lu;Tao Zheng;Zonghuang Xia;Dingyu Shen,"Xiting Lu,Tao Zheng,Zonghuang Xia,Dingyu Shen Appl. Surface Science 221,10",2004
LX2004,10.1016/j.nimb.2003.08.037,W.N.Lennard;H.Xia;J.K.Kim,"W.N.Lennard,H.Xia,J.K.Kim Nucl. Instrum. Methods B215, 297 and pers. comm. from W.N.Lennard",2004
Ma1978,10.1016/0029-554x(78)90372-5,R.E. Marshall;A.R. El Fiqi;J.K. Kliwer,"R.E.Marshall,A.R.El Fiqi and J.K.Kliwer Nucl.Instrum.Methods Phys.Res. 150,241",1978
Mai2004,,M. Maier,"M. Maier, Ph.D. Thesis, Univ. of Giessen, values taken from Fet06",2004
Mar1962,10.1103/physrev.128.1166,F. W. Martin;L. C. Northcliffe,"E.W.Martin and L.C.Northcliffe Phys.Rev.128,1166 (No graphs for C on CH4, He)",1962
Mas2025,10.1140/epjp/s13360-024-05963-w,Masenya M A;Belalia A;Guesmia A;Msimanga M,"M. A. Masenyaet al, The European Physical Journal Plus 140 (2025) 6",2025
Mat2021,10.1016/j.nimb.2021.08.003,T. Materna;E. Berthoumieux;Q. Deshayes;D. Doré;M. Kebbiri;A. Letourneau;L. Thulliez;Y.H. Kim;U. Köster;X. Ledoux,"T. Materna, E. Berthoumieux, Q. Deshayes, D. Doré, M. Kebbiri, A. Letourneau, L. Thulliez, Y.H. Kim, U. Köster, X. Ledoux, Nuclear Instruments and Methods in Physics Research B 505 (2021) 1–16 https://doi.org/10.1016/j.nimb.2021.08.003",2021
Mc1966,10.1515/zna-1966-1-220,James R. Macdonald;John H. Ormrod;Henry E. Duckworth,"J.R.Macdonald,J.H.Ormrod and H.E.Duckworth Z.Nat.forsch. 21A,130",1966
Md1948,10.1103/physrev.74.648,C. B. Madsen;P. Venkateswarlu,"C.B.Madsen and P.Ventkatesvarlu Phys.Rev. 74,648",1948
Md1953,,C.B.Madsen,"C.B.Madsen, Mat.-Fys.Medd.K.Dan.Vidensk.Selsk. 27,no.13 (1953)",1953
MD1970,10.1016/0029-554x(70)90217-x,Trinh Thi Hoang Mai;R. Drouin,"T.T.H.Mai and R.Drouin, Nucl. Instr. Methods 87,297",1970
Me1978,,P.Mertens,"P.Mertens, Nucl.Instrum.Methods Phys.Res. 149,149",1978
Me1979,10.1103/physreva.19.1442,P. Mertens,"P.Mertens Phys.Rev. A19,1442",1979
Me1980,10.1016/0029-554x(80)91228-8,P. Mertens;Th. Krist,"P.Mertens and Th.Krist,  Nucl.Instrum.Methods Phys.Res. 168,33 (1980).",1980
Me1982a,10.1016/0029-554x(82)90489-x,P. Mertens;Th. Krist,"P.Mertens and Th.Krist,  Nucl.Instrum.Methods Phys.Res. 194,57 (1982).",1982
Me1982b,10.1063/1.330142,P. Mertens;Th. Krist,"P.Mertens and Th.Krist J.Appl.Phys. 53,7343",1982
Me1988,10.1016/0168-583X(88)90530-7,P.Mertens; P.Bauer,"P.Mertens and P.Bauer Nucl.Instrum.Methods Phys.Res. B33,133",1988
Mee2024,10.1016/j.nimb.2024.165406,Johan Meersschaut;Simon Meersschaut;Jean-Philippe Soulié;René Heller,"J Meersschaut, S Meersschaut, J-P Soulié, R Heller, Nuclear Instruments and Methods in Physics Research B 553 (2024) 165406",2024
MELFGOS2014,10.1103/physreve.89.022703,Silvina Limandri;Pablo de Vera;Raul C. Fadanelli;Luiz C. C. M. Nagamine;Alexandre Mello;Rafael Garcia-Molina;Moni Behar;Isabel Abril,"S.Limandri et al, Phys. Rev. E 89, 022703",2014
MeV2021,10.1080/10420150.2021.1891060,Mario Mery;Juan D. Uribe;Marcos Flores;Néstor R. Arista;Vladimir A. Esaulov;Jorge E. Valdés,"M. Mery,J.D. Uribe, M. Flores, N.R. Arista, V.A. Esaulov, J.E. Valdés, Rad. Eff. and Defects in Sol., 176:1-2, 73-91 (2021). DOI:10.1080/10420150.2021.1891060",2021
MeV2022,10.1080/10420150.2022.2049789,M. Mery;C. González-Fuentes;C. Romanque-Albornoz;C. García;A. M. León;N. R. Arista;V. A. Esaulov;J. E. Valdés,"Mario Mery, Claudio González-Fuentes, Cristian Romanque-Albornoz, Carlos García, Andrea M. León, Néstor R. Arista, Vladimir A. Esaulov, Jorge E. Valdés, Radiation Effects and Defects in Solids, 1-12, 2022",2022
Mh1965,10.1093/oseo/instance.00265655,Phillis Wheatley,"R.D.Moorhead, J.Appl.Phys. 36,391",1965
Mi1990,10.1016/0168-583x(90)90073-4,Christian Mitterschiffthaler;Peter Bauer,"C.Mitterschiffthaler and P.Bauer Nucl.Instrum.Methods Phys.Res. B48,58",1990
Mik2011,,R. Miksova,"R. Miksova et al, AIP Conf. Proc. 1412 (2011) 113",2011
Mik2014,10.1016/j.nimb.2013.11.041,R.Miksova;A. Mackova;P. Malinsky;V. Hnatowicz;P. Slepicka,"R.Miksova,A.Mackova,P.Malinsky,V.Hnatowicz,P.Slepicka Nucl. Instrum. Methods B 331 (2014) 42",2014
Mik2015,10.1016/j.nimb.2013.12.045,A. Mackova;P. Malinsky;R. Miksova;V. Hnatowicz;R.I. Khaibullin;P. Slepicka;V. Svorcik,"R.Miksova,V.Hnatowicz,A.Mackova,P.Malinsky,P.Slepicka Nucl. Instrum. Methods B 354  (2015) 205",2015
Mik2016,10.1016/j.apsusc.2012.12.071,A. Mackova;P. Malinsky;R. Miksova;R.I. Khaibullin;V.F. Valeev;V. Svorcik;P. Slepicka;M. Slouf,"R.Miksova,A.Mackova,P.Slepicka Nucl. Instrum. Methods B 371  (2016) 81",2016
Mik2017a,10.1016/j.nimb.2017.02.069,R.Miksova;A.Mackova;P.Malinsky;Z.Sofer,"R.Miksova,A.Mackova,P.Malinsky,Z.Sofer Nucl. Instrum. Methods B 406  (2017) 173-178 ",2017
Mir2020,10.1103/physreva.101.062701,C. C. Montanari;P. A. Miranda;E. Alves;A. M. P. Mendez;D. M. Mitnik;J. E. Miraglia;R. Correa;J. Wachter;M. Aguilera;N. Catarino;R. C. da Silva,"C.C. Montanari, P.A. Miranda, E. Alves, A.M.P. Mendez, D.M. Mitnik, J.E. Miraglia, R. Correa, J. Wachter, M. Aguilera, N. Catarino, R.C. da Silva, Phys. Rev. A 101 (2020) 062701",2020
Miz2013,10.1016/j.nimb.2013.02.010,K. Mizohata;J. Räisänen;J. Keinonen;E. Härkönen;J. Palmans;M. Ritala,"K.Mizohata,J.Räisänen,J.Keinonen,E.Härkönen,J.Palmans,M.Ritala Nucl. Instrum. Methods B 300, 1 The data are already shown in TEC13.",2013
Mj1988,,V.D.Majackij; N.N.Pucherov,"V.D.Majackij and N.N.Pucherov, Ukrainskij fiziceskij Zurnal 33, 1285",1988
Mk2008,10.1103/physrevb.78.195122,S. N. Markin;D. Primetzhofer;S. Prusa;M. Brunmayr;G. Kowarik;F. Aumayr;P. Bauer,"S.N.Markin,D.Primetzhofer,S.Prusa,M.Brunmayr,G.Kowarik,F.Aumayr, and P.Bauer Phys. Rev. B 78, 195122",2008
Mk2009a,10.1103/physrevlett.103.113201,S. N. Markin;D. Primetzhofer;P. Bauer,"S.N.Markin,D.Primetzhofer and P. Bauer Phys. Rev. Lett. 103, 113201",2009
Mk2009b,10.1103/physrevb.80.205105,S. N. Markin;D. Primetzhofer;M. Spitz;P. Bauer,"S.N.Markin,D.Primetzhofer,M.Spitz, P.Bauer Phys.Rev. B80, 205105 (2009)",2009
Ml1975,10.1080/00337577508237428,J. D. Mewins;T. A. Tombrello,"J.D.Melvin and T.A.Tombrello Radiat.Eff. 126,113 (1975)",1975
Mm2012,10.1016/j.radphyschem.2012.08.010,S. Mammeri;H. Ammi;A. Dib;C.A. Pineda-Vargas;S. Ourabah;M. Msimanga;M. Chekirine;A. Guesmia,"S.Mammeri,H.Ammi,A.Dib,C.A.Pineda-Vargas,S.Ourabah,M.Msimanga, M.Chekirine,A.Guesmia Rad. Phys. and Chem. 81, 1862 (2012)",2012
Mm2019,10.1016/j.nimb.2019.08.017,S. Mammeri;A. Dib;H. Ammi,"S.Mammeri,A.Dib,H.Ammi, Nucl. Instrum. Methods B 459, 15-21 (2019)",2019
Mm2025,10.1016/j.nimb.2025.165757,S. Mammeri;C. Mtshali;M. Nkosi,"S. Mammeri et al, Nuclear Instruments and Methods in Physics Research B 566 (2025) 165757",2025
Mo1968,10.1103/physrev.165.415,A. H. Morton;D. A. Aldcroft;M. F. Payne,"A.H.Morton,D.A.Aldcroft and M.F.Payne Phys.Rev. 165,415",1968
Mö2002,10.1103/physrevlett.88.193201,S. P. Møller;A. Csete;T. Ichioka;H. Knudsen;U. I. Uggerhøj;H. H. Andersen,"S.P. Möller, A. Csete, T. Ichioka, H. Knudsen, U.I. Uggerhoj, and H.H. Andersen Phys. Rev. Lett. 88 (2002) 193201, and pers. comm. from S.P.Möller (see also An02)",2002
Mö2004,10.1103/physrevlett.93.042502,S. P. Møller;A. Csete;T. Ichioka;H. Knudsen;U. I. Uggerhøj;H. H. Andersen,"S.P. Möller, A. Csete, T. Ichioka, H. Knudsen, U.I. Uggerhoj, and H.H. Andersen Phys. Rev. Lett. 93 (2004) 042502, and pers. comm. from S.P.Möller",2004
Mok1964,10.1016/0029-554x(64)90362-3,C.D. Moak,"C.D.Moak Nucl. Instr. Methods 28, 155",1964
Mok1966,10.1103/physrev.149.244,C. D. Moak;M. D. Brown,"C.D.Moak and M.D.Brown Phys. Rev. 149, 244",1966
Mon2008,10.1103/physreva.77.042901,C. C. Montanari;J. E. Miraglia;M. Behar;P. F. Duarte;N. R. Arista;J. C. Eckardt;G. H. Lantschner,"C.C. Montanari, J.E. Miraglia, M. Behar, P.F. Duarte, N.R. Arista, J.C. Eckardt, and G.H. Lantschner, Phys. Rev. A 77, 042901",2008
Mor2016,10.1103/physreva.93.022704,M. V. Moro;T. F. Silva;A. Mangiarotti;Z. O. Guimarães-Filho;M. A. Rizzutto;N. Added;M. H. Tabacniks,"M. V. Moro T. F. Silva, A. Mangiarotti, Z. O. Guimaraes-Filho, M. A. Rizzutto,  N. Added, and M. H. Tabacniks Phys. Rev. A 93, 022704 (2016)",2016
Mor2018,10.1016/j.nimb.2018.03.032,M. V. Moro;B. Bruckner;P. L. Grande;M. H. Tabacniks;P. Bauer;D. Primetzhofer,"M.V. Moro, B. Bruckner, P.L. Grande, M.H. Tabacniks, P. Bauer, D. Primetzhofer Nucl.Instrum.Methods B 424, 43 (2018).",2018
Mor2020,10.1103/physreva.102.022808,M. V. Moro;P. Bauer;D. Primetzhofer,"M.V. Moro, P. Bauer, D. Primetzhofer Phys. Rev. A 102, 022808 (2020)",2020
Mor2021,10.1016/j.nimb.2021.04.010,M.V. Moro;P.M. Wolf;B. Bruckner;F. Munnik;R. Heller;P. Bauer;D. Primetzhofer,"M.V. Moro, P.M. Wolf, B. Bruckner, F. Munnik, R. Heller, P. Bauer, D. Primetzhofer Nucl.Instrum.Methods B 498, 1-8 (2021).",2021
MP2007,10.1016/j.nimb.2006.10.065,J. Miranda;J.C. Pineda,"J.Miranda,J.C.Pineda Nucl.Instrum.Methods B 254, 39",2007
Mr1968,10.1143/jpsj.25.1525,Kenji Morita;Hideo Akimune;Tokuo Suita,"K.Morita,H.Akimune,T.Suita, J.Phys.Soc.Japan 25,1525 (1968)",1968
Ms1966,10.1016/0029-554x(66)90406-x,D.L. Mason;R.M. Prior;A.R. Quinton,"D.L.Mason,R.M.Prior and A.R.Quinton Nucl.Instrum.Methods Phys.Res. 45,41",1966
MS2014,10.1016/j.nimb.2013.10.020,P.A. Miranda;A. Sepúlveda;J.R. Morales;T. Rodriguez;E. Burgos;H. Fernández,"P.A. Miranda, A. Sepúlveda, J.R. Morales, T. Rodriguez, E. Burgos, H. Fernández Nucl. Instrum. Methods B 318, 292",2014
Msi2009,10.1016/j.nimb.2009.05.014,M. Msimanga;C.M. Comrie;C.A. Pineda-Vargas;S. Murray;R. Bark;G. Dollinger,"M. Msimanga, C.M. Comrie, C.A. Pineda-Vargas, S. Murray, R. Bark, G. Dollinger Nucl. Instrum. Methods B 267, 2671",2009
Msi2010,10.1016/j.nimb.2010.02.071,M. Msimanga;C.M. Comrie;C.A. Pineda-Vargas;S. Murray,"M. Msimanga, C.M. Comrie, C.A. Pineda-Vargas, S. Murray Nucl. Instrum. Methods B 268, 1772",2010
Msi2014,10.1016/j.nimb.2014.01.003,M. Msimanga;C.A. Pineda-Vargas;T. Hlatshwayo;C.M. Comrie;H. Ammi;M. Nkosi,"M.Msimanga,C.A.Pineda-Vargas,T.Hlatshwayo,C.M.Comrie,H.Ammi,M.Nkosi Nucl. Instrum. Methods B 322, 54 (2014)",2014
Msi2015,10.1016/j.nimb.2015.01.081,M. Msimanga;C.B. Mtshali;C.A. Pineda-Vargas,"M. Msimanga, C.B. Mtshali, C.A. Pineda-Vargas  Nucl. Instrum. Methods B 349, 1-5 (2015)",2015
MSTAR2003, 10.1016/j.adt.2003.08.003,H. Paul; A. Schinner,MSTAR - Empirical stopping power tables for ions from 3Li to 18Ar  in solids and gases (2003) H. Paul and A. Schinner- Atomic Data and Nuclear Data Tables 85 (2003) 377,2003
Mt1976,10.1103/physreva.14.169,S. Matteson;E. K. L. Chau;D. Powers,"S.Matteson,E.K.L.Chau and D.Powers, Phys.Rev. A14,169 (1976)",1976
Mt1977,,S.Matteson;D.Powers;E.K.L.Chau,"S.Matteson,D.Powers and E.K.L.Chau, Phys.Rev. A15,856 (1977)",1977
Mt1978,10.1016/0029-554x(78)90855-8,S. Matteson;J.M. Harris;R. Pretorius;M-A. Nicolet,"S.Matteson,J.M.Harris,R.Pretorius and M.-A.Nicolet Nucl.Instrum.Methods Phys.Res. 149,163",1978
MT1995,10.1103/physreva.51.2285,G. Martínez-Tamayo;J. C. Eckardt;G. H. Lantschner;N. R. Arista,"G.Martinez-Tamayo,J.C.Eckardt,G.H.Lantscher,N.R.Arista Phys.Rev. A51, 2285",1995
MT1996,10.1103/PhysRevA.54.3131,G. Martínez-Tamayo;J. C. Eckardt;G. H. Lantschner;N. R. Arista,"G.Martinez-Tamayo,J.C.Eckardt,G.H.Lantscher,N.R.Arista Phys.Rev. A54, 3131",1996
Mts2024,10.1016/j.nimb.2024.165363,C.B. Mtshali;  Z.M. Khumalo; N Mongwaketsi; K. Segola; K. Lebesana; P. Sechogela; M. Msimanga,"C.B. Mtshali et al, Nuclear Instruments and Methods in Physics Research B 552, 165363 (2024)",2024
Mu1996,10.1016/s0168-583x(96)00468-5,F. Munnik;A.J.M. Plompen;J. Räisänen;U. Wätjen,"F.Munnik,A.J.M.Plompen,J.Räisänen,U.Wätjen Nucl.Instrum.Meth. Phys.Res. B119,445",1996
Mu1997,10.1063/1.52444,A. J. M. Plompen;F. Munnik;J. Räisänen;U. Wätjen,"F.Munnik,A.J.M.Plompen,J.Räisänen,U.Wätjen AIP Conf. Proc. 392, 1385",1997
Mu1999,10.1063/1.371310,F. Munnik;K. Väkeväinen;J. Räisänen;U. Wätjen,"F.Munnik,K.Väkeväinen,J.Räisänen,U.Wätjen J.Appl.Phys. 86,3934",1999
Na1968,10.1139/p70-220,Hiroshi Nakata,"H.Nakata, Can.J.Phys. 46,2765 (1968) and Erratum: Can.J.Phys.48(1970)1744",1968
Na1969,10.1139/p69-312,Hiroshi Nakata,"H.Nakata, Can.J.Phys. 47,2545 (1969)",1969
Na1971,,H.Nakata,"H.Nakata, Phys.Rev. B3,2847 (1971)",1971
Nan2002,,N. Nankov,"N. Nankov, Ph.D. Thesis, Univ. of Giessen taken from Fet06",2002
Naq2016,10.1016/j.nimb.2015.09.048,S.R. Naqvi;G. Possnert;D. Primetzhofer,"S.R. Naqvi, G. Possnert, D. Primetzhofer Nucl.Instr.Methods Phys.Res. B 371, 76 (2016)",2016
Nd1977,10.1080/00337577708237473,V. B. Ndocko-ndongue;A. J. Pape;R. Armbruster,"V.B.Ndocko-Ndongue,A.J.Pape and R.Armbruster Rad.Eff. 33,91",1977
Ne1969,10.1007/bf01394701,Wolfgang Neuwirth;Ulrich Hauser;Ernst Kühn,"W.Neuwirth,U.Hauser,E.Kühn Z. Physik 220, 241",1969
Ne1975a,10.1007/bf01409286,W. Neuwirth;W. Pietsch;K. Richter;U. Hauser,"W.Neuwirth,W.Pietsch,K.Richter and U.Hauser Z. Physik A 275, 209",1975
Ne1978,10.1016/0029-554x(78)90846-7,Wolfgang Neuwirth;Werner Pietsch;Ronald Kreutz,"W.Neuwirth,W.Pietsch,R.Kreutz Nucl.Instr.Methods 149, 105",1978
Ni1961,,L.P.Nielsen,"L.P.Nielsen, Mat.-Fys.Medd.K.Dan.Vidensk.Selsk. 33,no.6 (1961)",1961
Nig2001,,M.Nigam;J.L.Duggan;M.El Bounanani;C.Yang;S.A.Datar;S.Matteson;F.D.McDaniel,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,S.A.Datar,S.Matteson,F.D.McDaniel AIP Conf. Proceedings 576, 25",2001
Nig2004,10.1016/j.nimb.2004.01.067,M. Nigam;J.L. Duggan;M. El Bouanani;C. Yang;G.V. Ravi Prasad;E.D. Sosa;S. Matteson;F.D. McDaniel,"M.Nigam,J.L.Duggan,M.El Bounanani,C.Yang,G.V.Ravi Prasad,E.D.Sosa,S.Matteson, F.D.McDaniel Nucl.Instrum.Methods B219-220, 273",2004
Nk1993,10.1088/0031-9155/41/4/009,D Novkovic;Z Milosevic;K Subotic;S Manic-Kudra,"D.Novkovic,K.Subotic,M.Stojanovic,Z.Milosevic,S.Manic,D.Paligoric J. Moscow Phys. Soc. 3, 209",1993
Nm1996,10.1016/s0168-583x(97)00129-8,D Niemann;G Konac;S Kalbitzer,"D.Niemann, G.Konac, S.Kalbitzer Nucl.Instrum.Methods Phys.Res. B118,11 and B124 (1997)646",1996
No1975,10.1088/0022-3727/8/13/017,A Nomura;S Kiyono,"A.Nomura and S.Kiyono, J.Phys.D:Appl.Phys. 8,1551 (1975)",1975
Ns1975,10.1080/00337577508235400,F. G. Neshev;A. A. Puzanov;K. S. Shyshkin;E. I. Sirotinin;A. F. Tulinov;G. D. Ved'manov,"F.G.Neskev,A.A.Puzanov,K.S.Shyshkin,E.I.Sirotinin,A.F.Tulinov, G.D.Kedmanov, Rad. Effects 25,271",1975
Nte2022,10.1016/j.radphyschem.2022.110033,E. Ntemou;R. Holenak;D. Primetzhofer,"Eleni Ntemou, Radek Holenak, Daniel Primetzhofer, Radiation Physics and Chemistry 194 (2022) 110033",2022
Nte2023,10.1103/PhysRevB.107.155145,Ntemou Eleni; Lohmann Svenja; Holenak Radek; Primetzhofer Daniel,"E. Ntemou, and S. Lohmann, R. Holenak, and D. Primetzhofer, Phys. Rev. B 107 (2023) 155145",2023
Nu1978,10.1016/0022-3115(78)90563-9,Shoichi Nasu;Kunio Ozawa;Ken-ichi Shiozawa;Kiyoshi Kawatsura;Toshimasa Kurasawa;Katsuya Uchida,"S.Nasu,K.Ozawa,K.Shiozawa,K.Kawatsura and T.Kurasawa J. Nucl. Materials 73,213",1978
Ny1978,10.1088/0022-3719/11/14/014,A R Nyaiesh;W Steckelmacher;M W Lucas,"A.R.Nyaiesh,W.Steckelmacher and M.W.Lucas J.Phys.C,Solid State Phys. 11,2917",1978
